gov_id|english_name|chinese_name,address|district|latitude|longitude|email|telephone|fax|placement_type|valid_license_since
3005|STARDUST EMPLOYMENT CONSULTANT||Unit 1717, 17th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3183665|lng: 114.1717566|stardust.employment.co@gmail.com|21274558|39137975|Foreign Domestic Helpers|2019
3018|Intent Employment Centre|親民僱傭中心|26A, Tower One, The Waterside, 15 On Chun Street, Ma On Shan, New Territories|Sha Tin District|lat: 22.4248781|lng: 114.2281443|ashley98891@gmail.com|67447443| |Foreign Domestic Helpers|2019
3019|EL LIS EMPLOYMENT AGENCY|以心僱傭|Flat V, 11th floor, Phase 2, Kwun Tong Industrial Centre, 460 Kwun Tong Road, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3106620|lng: 114.2276280|fironc@yahoo.com|27777100|25702580|Foreign Domestic Helpers|2019
3036|PHILMAID SERVICE COMPANY|飛越菲傭顧問|Shop 80, Basement, Site 12, Whampoa Garden, Hung Hom, Kowloon|Kowloon City District|lat: 22.3060190|lng: 114.1847880|admin@philmaid.com|23347368|30036289|Foreign Domestic Helpers|2019
3057|M & C EMPLOYMENT CENTRE|明創僱傭中心|Shop 167, 1st floor, Pauline Building, 9-15 Heung Sze Wui Street, Tai Po, New Territories|Tai Po District|lat: 22.4469760|lng: 114.1662761|lululmk@gmail.com|93044430| |Foreign Domestic Helpers|2019
384|Lik Keung Employment Agency|力強女傭中心|Flat B, 1st floor, 110 Nga Tsin Wai Road, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3291550|lng: 114.1886160| |27161832|27180202|Foreign Domestic Helpers|2003
404|Tai Ping Employment Agency|太平僱傭公司|Ground floor, 66V Waterloo Road, Ho Man Tin, Kowloon|Kowloon City District|lat: 22.3185070|lng: 114.1755339|taipinghmt@gmail.com|27619686|27619693|Foreign Domestic Helpers|2003
405|Grand View Employment Agency Limited|灝景僱傭有限公司|Shop 13, 99 1A Dock Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3062259|lng: 114.1869537| | | |Foreign Domestic Helpers|2003
428|Maidcare Employment Agency|安庭僱傭公司|Flat A, 15th floor, Len Shing Mansion, 162-168 Castle Peak Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4442692|lng: 114.0270117| | | |Foreign Domestic Helpers|2003
431|Helpful Maids|佳善美僱傭中心|Ground floor, 140 Pak Kong New Village, Sai Kung, New Territories|Sai Kung District|lat: 22.3794760|lng: 114.2581820|helpfulm@gmail.com|91205196| |Foreign Domestic Helpers|2003
439|Bestlink Employment Agency Limited|佳聯僱傭有限公司|Flat 65, 1st floor, Yee On Mansion, 55-71 Chun Yeung Street, North Point, Hong Kong|Eastern District|lat: 22.2913029|lng: 114.1969779| | | |Foreign Domestic Helpers|2004
440|Vianet International & Services Co|維安力僱傭服務中心|Suite 1907, 19th floor, Lucky Centre, 165 Wan Chai Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2769006|lng: 114.1770480| | | |Foreign Domestic Helpers|2004
453|Wellcome Employment Centre Limited|樂意僱傭中心有限公司|18th floor, Jade Centre, 98 Wellington Street, Central, Hong Kong|Central and Western District|lat: 22.2829355|lng: 114.1544394| | | |Foreign Domestic Helpers|2004
454|Ever Rising Maid Agency|鴻昇女傭|Room C, 8th floor, Glory Heights, 52 Lyttelton Road, Mid-Levels, Hong Kong|Central and Western District|lat: 22.2830955|lng: 114.1411621| | | |Foreign Domestic Helpers|2004
462|Golden Ray Trading Limited|金光貿易有限公司|Room 1617, 16th floor, Sincere House, 83 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3198970|lng: 114.1707424| |23916526|26250672|Foreign Domestic Helpers|2004
463|Global Premier Consultancy Limited|利卓顧問有限公司|Shop 86, 1st floor, Tin Hau Apple Mall, 14 King's Road, Tin Hau, Hong Kong|Eastern District|lat: 22.2828190|lng: 114.1927630| | | |Foreign Domestic Helpers|2004
467|HERO INDONESIA|展欣|Shop 91, Beverly Garden, 1 Tong Ming Street, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3106701|lng: 114.2624072| |97100689|37475880|Foreign Domestic Helpers, Local Domestic Helpers|2004
470|Mornhill Employment Agency|辰峰僱佣中心|11th floor, Block B, Haven Commercial Building, 6-8 Tsing Fung Street, North Point, Hong Kong|Eastern District|lat: 22.2846086|lng: 114.1921175| | | |Foreign Domestic Helpers|2004
524|Shalom Employment Services|沙隆僱傭代理|No. 5B, Tsoi Yuen Tsuen, 14 Mile Castle Peak Road, Tsing Lung Tau, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3615986|lng: 114.0451918| | | |Foreign Domestic Helpers|2005
531|Ka Wai Employment Company|家惠僱傭公司|Shop 17-B1, Ground floor, Po Shing Building, 88 Kau Yuk Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4433356|lng: 114.0248174| | | |Foreign Domestic Helpers|2005
534|Lekko Maid Consultants||Unit N, 8th floor, Kings Wing Plaza 2, 1 On Kwan Street, Sha Tin, New Territories|Sha Tin District|lat: 22.3888155|lng: 114.2088572|clmaids@gmail.com|35965172|81489241|Foreign Domestic Helpers|2005
544|Hung Chau Company Limited|鴻舟有限公司|Flat B, 8th floor, 10-16 Cochrane Street, Central, Hong Kong|Central and Western District|lat: 22.2831983|lng: 114.1546295| | | |Foreign Domestic Helpers|2017
548|Po Fung Investment (H.K.) Limited|寶鋒投資(香港)有限公司|22nd floor, 22 Yee Wo Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2797340|lng: 114.1851995| | | |Foreign Domestic Helpers|2005
570|LogonCorp Employment Agency|樂安居僱傭服務|Room 801, 8th floor, Mongkok Commercial Centre, 16 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3189885|lng: 114.1689380| | | |Foreign Domestic Helpers|2005
571|LogonCorp Employment Agency|樂安居僱傭服務|Shop 22, 1st floor, Banyan Mall, 863 Lai Chi Kok Road, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3339640|lng: 114.1472420| | | |Foreign Domestic Helpers|2006
599|Cheerful Consultants Co.|麒富顧問公司|Block A1, 1st floor, Lai Ming Building, 223 Tung Choi Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3259524|lng: 114.1690230| | | |Foreign Domestic Helpers|2006
602|FullHeart Employment Agency|全意僱傭中心|Room 12, 4th floor, Sui Ying Industrial Building, 1 Yuk Yat Street, To Kwa Wan, Kowloon|Kowloon City District|lat: 22.3156180|lng: 114.1908825| | | |Foreign Domestic Helpers|2009
621|Kam Sheung Employee Agency Co.|錦順公司|Flat B, 3rd floor, Po Lung Building, 38-40 Apliu Street, Sham Shui Po, Kowloon|Southern District|lat: 22.3274670|lng: 114.1658215| | | |Foreign Domestic Helpers|2006
626|Merci Supplies and Services|美侍用品與服務|Shop 13A, Ground floor, 72 Tai Tong Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4419059|lng: 114.0291187| | | |Foreign Domestic Helpers|2006
630|ALL DECISION INTERNATIONAL ENTERPRISE|創國際企業|Flat A, 6th floor, Cheong Lok Mansion, 100 Sai Lau Kok Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3735145|lng: 114.1171375| | | |Foreign Domestic Helpers|2006
657|ANSTAR LIMITED|愛星有限公司|Flat A-B, 1st floor, Hung Wan Building, 35 On Ning Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4459405|lng: 114.0285914| | | |Foreign Domestic Helpers|2006
673|Easyhome Employment Agency|安樂居僱傭中心|Shop 111, Ground floor, Fanling Centre, Phase II, Fanling, New Territories|North District|lat: 22.4917369|lng: 114.1384766| | | |Foreign Domestic Helpers|2007
709|Every Good Company|永好公司|Flat B, 1st floor, On Ning Building, 26 Ma Tin Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4421199|lng: 114.0253100| | | |Foreign Domestic Helpers|2007
716|Bo Wai Employment Agency|寶慧僱傭中心|1st floor, DD130, Lot 119 SB, 183 Tuen Tsz Wai Lam Tei, Tuen Mun, New Territories|Tuen Mun District|lat: 22.4252755|lng: 113.9804106| | | |Foreign Domestic Helpers|2007
719|Earnest Employment Consultants|藍天僱傭中心|Shop 312, 3rd floor, Causeway Bay Centre, 19 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2799882|lng: 114.1867628| |21748881| |Foreign Domestic Helpers|2007
725|Golden Link Employment Agency|金銀島僱傭中心|Unit B, 10th floor, Lee May Building, 788-790 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3260034|lng: 114.1682331| | | |Foreign Domestic Helpers|2007
738|Popular Employment Services|大眾通女傭中心|Shop 47A1, Ground floor, Stage II, 11 Glee Path, Mei Foo Sun Chuen, Mei Foo, Kowloon|Sham Shui Po District|lat: 22.3366356|lng: 114.1402195| | | |Foreign Domestic Helpers|2007
744|METRO PINOY ENTERPRISE||Flat A, 17th floor, Bank Tower, 351-353 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2907825|lng: 114.1973933| | | |Foreign Domestic Helpers, Other Non-office Worker|2007
745|TRUMP LINE CONSULTANTS||Room 202, 2nd floor, Sun Wise Building, 112-114 Wellington Street, Central, Hong Kong|Central and Western District|lat: 22.2832687|lng: 114.1541769| | | |Foreign Domestic Helpers|2007
754|Homes Employment Agency Limited|珈業僱傭有限公司|Shop 104, 1st floor, Olympia Plaza, 255 King's Road, Fortress Hill, Hong Kong|Eastern District|lat: 22.2898480|lng: 114.1945620| | | |Foreign Domestic Helpers|2010
755|Homes Employment Agency Limited|珈業僱傭有限公司|Flat B, 8th floor, 10-16 Cochrane Street, Central, Hong Kong|Central and Western District|lat: 22.2831983|lng: 114.1546295| | | |Foreign Domestic Helpers|2017
757|POSMAID|寶哥僱傭|Flat I, 1st floor, May Moon Building, 50-68 Hop Yick Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4419850|lng: 114.0304540| |23889122|24420733|Foreign Domestic Helpers|2008
763|LogOn Employment Agency|樂安僱傭服務|Room 801, 8th floor, Mongkok Commercial Centre, 16 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3189885|lng: 114.1689380| | | |Foreign Domestic Helpers|2008
764|LINCOLN EMPLOYMENT AGENCY|力勤僱傭|Room 201, 2nd floor, Block B, Tonic Industrial Centre, 19 Lam Hing Street, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3248373|lng: 114.2103040| | | |Foreign Domestic Helpers|2008
786|DAYWIN CONSULTANT|百達顧問|Room 402, 4th floor, Goldfield Tower, 53-59 Wuhu Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3065300|lng: 114.1868300| | | |Foreign Domestic Helpers|2008
788|Tailormaid Consultants Company Limited|特美顧問有限公司|Shop A, Ground floor, 27F Robinson Road, Mid-Levels, Hong Kong|Central and Western District|lat: 22.2790960|lng: 114.1518640| | | |Foreign Domestic Helpers|2008
830|JOLLITY FAMILY EMPLOYMENT CONSULTANTS|家樂居僱傭中心|Shop 46, Level 1, Lung Fung Garden, 33 Lung Sum Avenue, Sheung Shui, New Territories|North District|lat: 22.5028040|lng: 114.1294490| | | |Foreign Domestic Helpers|2009
837|Bauhinia Employment Service Company|紫荊僱傭服務中心|Shop 106, Tai Wo Plaza, Tai Po, New Territories|Tai Po District|lat: 22.4519829|lng: 114.1640295|bauhiniaemployment@ymail.com|26562056|26562057|Foreign Domestic Helpers|2009
840|GoodHelp Services Company||Shop 354, 3rd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2825522|lng: 114.1577184| | | |Foreign Domestic Helpers|2009
842|SAN YIK EMPLOYMENT CO|新益僱傭公司|Flat J, 30th floor, The Zutten, 50 Ma Tau Kok Road, To Kwa Wan, Kowloon|Kowloon City District|lat: 22.3218319|lng: 114.1903798|info@sanyik.hk|90877740| |Foreign Domestic Helpers|2009
845|MISSION EMPLOYMENT AGENCY LIMITED|盟信僱傭有限公司|Shop 13, 99 1A Dock Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3062259|lng: 114.1869537| | | |Foreign Domestic Helpers|2009
860|ASIATOP EMPLOYMENT AGENCY LIMITED|亞洲第一僱傭中心有限公司|2nd floor, Fortuna House, 60 Granville Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3001441|lng: 114.1752550| | | |Foreign Domestic Helpers|2009
861|YUE FU EMPLOYMENT CO.|裕富僱傭公司|Room E, 18th floor, Bank Tower, 351-353 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2907941|lng: 114.1973915| |28026986|28026703|Foreign Domestic Helpers|2009
864|Eighty-8 Employment Agency|喜融融僱傭中心|Room 801, 8th floor, Mongkok Commercial Centre, 16 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3189885|lng: 114.1689380| | | |Foreign Domestic Helpers|2009
873|Many Maids Employment Agency|瑞安僱傭|Shop Unit 170, Paradise Mall, 100 Shing Tai Road, Chai Wan, Hong Kong|Eastern District|lat: 22.2767340|lng: 114.2399416|manymaids@gmail.com|21174681|21174682|Foreign Domestic Helpers|2009
892|INDO INDAH EMPLOYMENT AGENCY||Shop 1, Mezzanine floor, Man Yip Building, 81 On Ning Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4459394|lng: 114.0254089| |39563325|39569515|Foreign Domestic Helpers|2015
899|HIN'S EMPLOYMENT CENTRE||Shop 9, Ground floor, Wonderland Villas Commercial Complex, 9 Wah King Hill Road, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3523070|lng: 114.1363240| | | |Foreign Domestic Helpers|2009
901|C & D EMPLOYMENT AGENCY|崇恩女傭服務公司|Shop 301, 3rd floor, Chi Fu Landmark, Pok Fu Lam, Hong Kong|Southern District|lat: 22.2578562|lng: 114.1387601| |93432960|31767419|Foreign Domestic Helpers|2011
907|SUNNSHINY EMPLOYMENT AGENCY|日滿城僱傭中心|Shop 30, 2nd floor, Pearl House, 368-374 Prince Edward Road West, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3276740|lng: 114.1879240| | | |Foreign Domestic Helpers|2009
914|STARLINK EMPLOYMENT AGENCY|星光僱傭|Mezzanine floor, 114 Nga Tsin Wai Road, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3290652|lng: 114.1885627|rita@staremploy.com|23825522|24226999|Foreign Domestic Helpers|2009
915|OSLO MAID|翰雲僱傭|Flat 102, 1st floor, Block A, Lux Theatre Building, 20 Ming On Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3062780|lng: 114.1858946|hk2007_hoenny@yahoo.com.hk| | |Foreign Domestic Helpers|2009
921|LUXCO EMPLOYMENT CENTRE|樂斯高僱傭中心|Flat B, 4th floor, Siu King Building, 6 On Wah Street, Ngau Tau Kok, Kowloon|Kwun Tong District|lat: 22.3223895|lng: 114.2167441| | | |Foreign Domestic Helpers|2009
928|MAID A DIFFERENCE COMPANY LIMITED|印傭館有限公司|Office D, 6th floor, Bank Tower, 351-353 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2907941|lng: 114.1973915| | | |Foreign Domestic Helpers|2009
963|Chen Chen Co|珍珍公司|Shop 7A, 1st floor, Richland Garden Shopping Centre, Tuen Mun, New Territories|Tuen Mun District|lat: 22.3730618|lng: 113.9643338| |23326582|22648201|Foreign Domestic Helpers|2018
990|Cheers Employment Limited|歡欣僱傭有限公司|Room 2002, 20th floor, Wan Chai Commercial Centre, 194-204 Johnston Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2771721|lng: 114.1760250| | | |Foreign Domestic Helpers|2010
999|Millennium Employment Services|新紀元僱傭中心|Shop 4, Basement, King's Centre, 193-209 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2894529|lng: 114.1942020| | | |Foreign Domestic Helpers|2010
1002|KAH KAH EMPLOYMENT|家家女傭|Room 1813, 18th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3169020|lng: 114.1702141| |21541122|21541112|Foreign Domestic Helpers|2010
1005|M & H AGENCY CO.||Flat I, 9th floor, Kim Tak Building, 328-342A Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3068022|lng: 114.1716869|lintang_galen@yahoo.com|35834001|35852234|Foreign Domestic Helpers|2010
1028|Y2K Employment Agency|千禧僱傭中心|Room 2202A, 22nd floor, 655 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3185385|lng: 114.1692705|y2kagency@gmail.com|26082000|26081339|Foreign Domestic Helpers|2010
1035|HOME SWEEP HOME MAID AGENCY|家悅僱傭中心|Shop G35, Ground floor, Smartland, 36-60 Texaco Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3680409|lng: 114.1219281| | | |Foreign Domestic Helpers|2010
1045|Planet Employment Agency|宇宙僱傭服務公司|Shop 64G, Ground floor, Mount Sterling Mall, Mei Foo, Kowloon|Sham Shui Po District|lat: 22.3383687|lng: 114.1381795| | | |Foreign Domestic Helpers|2010
1056|SUPA Employment Agency|愛倫僱傭中心|15th floor, Radio City, 505-511 Hennessy Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2802968|lng: 114.1832980|helen.supa@gmail.com|25218100| |Foreign Domestic Helpers|2011
1076|Jade Employment Agency|高興僱傭中心|Flat 1601, 16th floor, Block S, Telford Gardens, 33 Wai Yip Street, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3247614|lng: 114.2122125| | | |Foreign Domestic Helpers|2011
1150|TP3 LIMITED||Room 705, 7th floor, Wayland C & I Building, 131-132 Connaught Road West, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2883358|lng: 114.1435870| |34895588| |Foreign Domestic Helpers|2011
1157|MICHAEL EMPLOYMENT SERVICES COMPANY|東瀛僱傭公司|Ground floor, Yau Yu House, 21 Pok Fu Lam Road, Sai Ying Pun, Hong Kong|Central and Western District|lat: 22.2863640|lng: 114.1399460| | | |Foreign Domestic Helpers|2011
1167|T & J Consultants||Shop 29, Ground floor, Pearl House, 368 Prince Edward Road West, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3276748|lng: 114.1879191| | | |Foreign Domestic Helpers|2011
1193|J & P Employment Agency|悅菲僱傭公司|Ground floor, 66U Waterloo Road, Ho Man Tin, Kowloon|Kowloon City District|lat: 22.3185070|lng: 114.1755339|taipinghmt@gmail.com|27619686|27619693|Foreign Domestic Helpers|2012
1206|Liberty Employment Agency|輝明僱傭|Shop 69, King's Park Lane Plaza, 278-288 King's Road, Fortress Hill, Hong Kong|Eastern District|lat: 22.2894766|lng: 114.1952359| |25786029|37967729|Foreign Domestic Helpers|2012
1209|TOKO JULIANA|如利安娜印尼商店|Shop MN 180, Shui Wo Market, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3154451|lng: 114.2243285| |26222821|34682078|Foreign Domestic Helpers, Local Domestic Helpers|2012
1216|Wealth Employment Agency|利家僱傭|Room 403, 4th floor, David House, 8-20 Nanking Street, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3062895|lng: 114.1720353|wealth.ivy@gmail.com|21551822| |Foreign Domestic Helpers|2012
1246|JDC Employment|真摯僱傭|Room 1615, 16th floor, Eton Tower, 8 Hysan Avenue, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2779504|lng: 114.1847591| | | |Foreign Domestic Helpers, Local Domestic Helpers|2012
1264|FESDI EMPLOYMENT CENTRE|喜訊僱傭公司|Room 1106, 11th floor, Haleson Building, 1 Jubilee Street, Central, Hong Kong|Central and Western District|lat: 22.2841450|lng: 114.1548239| | | |Foreign Domestic Helpers|2012
1266|FESDI EMPLOYMENT CENTRE|喜訊僱傭公司|Shop 46, Level 1, Lung Fung Garden, 33 Lung Sum Avenue, Sheung Shui, New Territories|North District|lat: 22.5028040|lng: 114.1294490| | | |Foreign Domestic Helpers|2016
1269|FESDI EMPLOYMENT CENTRE|喜訊僱傭公司|Flat 1511, 15th floor, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2769006|lng: 114.1770480| |54004422|28982161|Foreign Domestic Helpers|2016
1271|FESDI EMPLOYMENT CENTRE|喜訊僱傭公司|Shop 35B, 1st floor, Fortune Plaza, 4 On Chee Road, Tai Po, New Territories|Tai Po District|lat: 22.4526190|lng: 114.1676925| | | |Foreign Domestic Helpers|2016
1297|SEN CHONG INDONESIA MAID|生昌印傭|Shop S106, 1st floor, Tai Shing Street Market, Wong Tai Sin, Kowloon|Wong Tai Sin District|lat: 22.3548115|lng: 114.1974398|hlsy17@yahoo.com.hk|64845669|37493889|Foreign Domestic Helpers|2012
1305|CREDIBLE EMPLOYMENT COMPANY LIMITED|智安僱傭有限公司|1st floor, No. 4 Tenth Street, Tai Wai, New Territories|Sha Tin District|lat: 22.3759410|lng: 114.1786260| | | |Foreign Domestic Helpers|2012
1307|MAID MANOR EMPLOYMENT AGENCY|僱傭莊|Room 109, 1st floor, Block 2, Fu Tor Loy Sun Chuen, 73 Anchor Street, Tai Kok Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3201116|lng: 114.1632284| | | |Foreign Domestic Helpers|2012
